Restaurant,Item,Calories
jack-in-the-box,Cheeseburger,320
jack-in-the-box,Classic Buttery Jack&trade;,820
jack-in-the-box,Double Jack,830
jack-in-the-box,Hamburger,280
jack-in-the-box,Jr Jumbo Jack,320
jack-in-the-box,Jr. Bacon Cheeseburger,390
jack-in-the-box,Jumbo Jack&reg;,490
jack-in-the-box,Sourdough Jack&reg;,660
jack-in-the-box,Ultimate Cheeseburger&trade;,820
jack-in-the-box,Bacon Breakfast Jack&reg;,310
jack-in-the-box,"Bacon, Egg & Cheese Biscuit",430
jack-in-the-box,Bagel Breakfast Sandwich,420
jack-in-the-box,"Biscuit, A La Carte",260
jack-in-the-box,Breakfast Jack&reg;,280
jack-in-the-box,Cheddar Biscuit Breakfast Sandwich,270
jack-in-the-box,Extreme Sausage&reg; Sandwich,660
jack-in-the-box,Grande Sausage Breakfast Burrito,1040
jack-in-the-box,Grilled Sourdough Swiss Sandwich,580
jack-in-the-box,Hash Brown Plank,190
jack-in-the-box,"Jumbo Breakfast Platter, Bacon",660
jack-in-the-box,"Jumbo Breakfast Platter, Sausage",750
jack-in-the-box,Loaded Breakfast Sandwich,710
jack-in-the-box,Meat Lovers Breakfast Burrito,780
jack-in-the-box,Mini Pancakes,140
jack-in-the-box,Sausage Biscuit,460
jack-in-the-box,Sausage Breakfast Jack&reg;,440
jack-in-the-box,Sausage Croissant,570
jack-in-the-box,"Sausage, Egg & Cheese Biscuit",570
jack-in-the-box,Sourdough Breakfast Sandwich,410
jack-in-the-box,Spicy Chicken Biscuit,550
jack-in-the-box,Supreme Croissant,450
jack-in-the-box,Ultimate Breakfast Sandwich,520
jack-in-the-box,American Cheese,40
jack-in-the-box,Provolone Cheese,60
jack-in-the-box,Real Cheddar Cheese,70
jack-in-the-box,Real Swiss Cheese,70
jack-in-the-box,Swiss Style Cheese,40
jack-in-the-box,BBQ Cluck Deluxe Sandwich,770
jack-in-the-box,BBQ Cluck Sandwich,560
jack-in-the-box,Chicken Fajita Pita,320
jack-in-the-box,Chicken Nuggets,240
jack-in-the-box,Chicken Sandwich,410
jack-in-the-box,Chicken Strips,250
jack-in-the-box,Chicken Teriyaki Bowl,600
jack-in-the-box,Cluck Deluxe Sandwich,630
jack-in-the-box,Cluck Sandwich,490
jack-in-the-box,Deluxe Fish Sandwich,670
jack-in-the-box,Fish Sandwich,410
jack-in-the-box,Homestyle Ranch Chicken Club,730
jack-in-the-box,Jack's Spicy Chicken&reg;,530
jack-in-the-box,Sourdough Grilled Chicken Club,540
jack-in-the-box,Barbecue Dipping Sauce,40
jack-in-the-box,Buttermilk House Dipping Sauce,130
jack-in-the-box,Fire Roasted Salsa,5
jack-in-the-box,Frank's RedHot Buffalo Dipping Sauce,10
jack-in-the-box,Honey Mustard Dipping Sauce,60
jack-in-the-box,Log Cabin&reg; Syrup,190
jack-in-the-box,Sweet & Sour Dipping Sauce,45
jack-in-the-box,Tartar Sauce,150
jack-in-the-box,Teriyaki Dipping Sauce,60
jack-in-the-box,Barq's&reg; Root Beer,150
jack-in-the-box,Bottled Water,0
jack-in-the-box,Chocolate Lowfat Milk Chug,180
jack-in-the-box,Coca-Cola Classic&reg;,140
jack-in-the-box,Diet Coke&reg;,0
jack-in-the-box,Diet Dr Pepper&reg;,0
jack-in-the-box,Dr Pepper&reg;,140
jack-in-the-box,Fanta&reg; Orange,120
jack-in-the-box,Fanta&reg; Strawberry,120
jack-in-the-box,Gold Peak&reg; Fresh Brewed Iced Tea,0
jack-in-the-box,Hi-C&reg; Fruit Punch,160
jack-in-the-box,Iced Coffee,160
jack-in-the-box,Iced Salted Caramel Mocha,230
jack-in-the-box,Kona Classic&reg; Coffee,5
jack-in-the-box,Kona Classic&reg; Decaf Coffee,5
jack-in-the-box,Minute Maid&reg; Lemonade,130
jack-in-the-box,Minute Maid&reg; Orange Juice 10 fl oz.,140
jack-in-the-box,Reduced Fat Milk Chug 2%,120
jack-in-the-box,Salted Caramel Mocha,50
jack-in-the-box,Sprite&reg;,130
jack-in-the-box,Chick-N-Tater Melt Munchie Meal,2010
jack-in-the-box,Halfsies Fries,390
jack-in-the-box,Spicy Nacho Chicken Munchie Meal,1790
jack-in-the-box,Sriracha Curly Fry Burger Munchie Meal,1720
jack-in-the-box,Stacked Grilled Cheese Burger Munchie Meal,1890
jack-in-the-box,Fire Roasted Salsa,10
jack-in-the-box,Grape Jelly,35
jack-in-the-box,Grilled Onions,10
jack-in-the-box,Hangry Chicken Hash,850
jack-in-the-box,Jack'd Jalapeno Hash,670
jack-in-the-box,Ketchup,10
jack-in-the-box,Malt Vinegar,0
jack-in-the-box,Mayonnaise,80
jack-in-the-box,Mustard,5
jack-in-the-box,Pride Margarine Spread,20
jack-in-the-box,Red Onions,5
jack-in-the-box,Sour Cream,60
jack-in-the-box,Soy Sauce,5
jack-in-the-box,Strawberry Jam,35
jack-in-the-box,Taco Sauce,0
jack-in-the-box,Wakey Bakey Hash,790
jack-in-the-box,Bacon Ranch Dressing,220
jack-in-the-box,Creamy Southwest Dressing,190
jack-in-the-box,Gourmet Seasoned Croutons,50
jack-in-the-box,Lite Ranch Dressing,130
jack-in-the-box,Low-Fat Balsamic Vinaigrette,25
jack-in-the-box,Spicy Corn Sticks,60
jack-in-the-box,Chicken Club Salad,360
jack-in-the-box,Grilled Chicken Salad,250
jack-in-the-box,Southwest Chicken Salad,350
jack-in-the-box,Creamy Ranch Sauce,80
jack-in-the-box,Ketchup,20
jack-in-the-box,Mustard,5
jack-in-the-box,Chocolate Overload&trade; Cake,300
jack-in-the-box,Chocolate Shake w/ Whipped Topping,800
jack-in-the-box,Mini Churros,350
jack-in-the-box,New York Style Cheesecake,310
jack-in-the-box,Oreo&reg; Cookie Shake w/ Whipped Topping,810
jack-in-the-box,Strawberry Shake w/ Whipped Topping,780
jack-in-the-box,Vanilla Shake w/ Whipped Topping,700
jack-in-the-box,Bacon Cheddar Fries,580
jack-in-the-box,Bacon Nacho Tacos,510
jack-in-the-box,Beef Taco (1 Taco),190
jack-in-the-box,French Fries,220
jack-in-the-box,Jumbo Egg Rolls,210
jack-in-the-box,Loaded Spicy Tiny Tacos,510
jack-in-the-box,Loaded Tiny Tacos,470
jack-in-the-box,Monster Tacos,470
jack-in-the-box,Onion Rings,450
jack-in-the-box,Seasoned Curly Fries,200
jack-in-the-box,Side Salad,20
jack-in-the-box,Spicy Tiny Tacos,360
jack-in-the-box,Stuffed Jalapenos,220
jack-in-the-box,Tiny Tacos,350
hungry-howies,BBQ Dipping Sauce,80
hungry-howies,Blue Cheese Dipping Sauce,200
hungry-howies,Buffalo Dipping Sauce,60
hungry-howies,Cheese Dipping Sauce,140
hungry-howies,Garlic Dipping Sauce,230
hungry-howies,Icing,150
hungry-howies,Pizza Sauce,35
hungry-howies,Ranch Dipping Sauce,200
hungry-howies,1000 Island Dressing,140
hungry-howies,Blue Cheese Dressing,140
hungry-howies,Caesar Dressing,180
hungry-howies,Creamy Italian Dressing,120
hungry-howies,Fat Free Italian Dressing,20
hungry-howies,French Dressing,30
hungry-howies,Greek Dressing,110
hungry-howies,Honey Mustard Dressing,70
hungry-howies,Italian Dressing,80
hungry-howies,Ranch Dressing,140
hungry-howies,Asiago Flavored Crust,5
hungry-howies,Butter Cheese Flavored Crust,25
hungry-howies,Butter Flavored Crust,25
hungry-howies,Cajun Flavored Crust,0
hungry-howies,Garlic Herb Flavored Crust,0
hungry-howies,Onion Flavored Crust,0
hungry-howies,Ranch Flavored Crust,5
hungry-howies,Sesame Flavored Crust,5
hungry-howies,Diet Pepsi,0
hungry-howies,Mountain Dew,310
hungry-howies,Pepsi,270
hungry-howies,Sierra Mist Twist,270
hungry-howies,3 Cheeser Howie Bread,90
hungry-howies,4 oz. Marinara Sauce for Howie Bread,45
hungry-howies,Asiago Howie Bread,80
hungry-howies,Cajun Howie Bread,60
hungry-howies,Cajun Howie Bread Side,110
hungry-howies,Cinnamon Howie Bread,70
hungry-howies,Deep Dish 3 Cheeser Howie Bread,140
hungry-howies,Howie Bread,70
hungry-howies,Howie Bread Side,120
hungry-howies,Stuffed Howie Bread,130
hungry-howies,Stuffed Howie Bread & Jalapeno,90
hungry-howies,Stuffed Howie Bread &amp; Bacon,100
hungry-howies,Stuffed Howie Bread &amp; Pepperoni,100
hungry-howies,Howie Cookie Chocolate Chip,180
hungry-howies,Chicken & Cheese Howie Roll,610
hungry-howies,Pepperoni & Cheese Howie Roll,630
hungry-howies,Steak & Cheese Howie Roll,640
hungry-howies,Baked Pasta,400
hungry-howies,Baked Pasta & Meatballs,650
hungry-howies,Baked Pasta & Mushrooms,430
hungry-howies,Baked Pasta & Sausage,530
hungry-howies,Chicken Parmesan,700
hungry-howies,Anchovies,10
hungry-howies,Bacon,10
hungry-howies,Black Olives,5
hungry-howies,Cheddar Cheese,30
hungry-howies,Chicken,10
hungry-howies,Feta,20
hungry-howies,Green Peppers,0
hungry-howies,Ground Beef,15
hungry-howies,Ham,10
hungry-howies,Meatballs,20
hungry-howies,Mild Pepper Rings,0
hungry-howies,Pepperoni,5
hungry-howies,Pineapple,0
hungry-howies,Red Onion,0
hungry-howies,Sausage,30
hungry-howies,Steak,15
hungry-howies,Tomatoes,5
hungry-howies,Asian Chicken Pizza,120
hungry-howies,Bacon Cheddar Cheeseburger Pizza,150
hungry-howies,BBQ Chicken Pizza,120
hungry-howies,Buffalo Chicken Pizza,110
hungry-howies,Cheese Pizza,90
hungry-howies,Chicken Bacon Ranch Pizza,160
hungry-howies,Howie Maui Pizza,110
hungry-howies,Howie Special Pizza,110
hungry-howies,Meat Eaters Pizza,140
hungry-howies,Spicy Asian Chicken Pizza,210
hungry-howies,Spicy BBQ Chicken Pizza,200
hungry-howies,Spicy Buffalo Chicken Pizza,190
hungry-howies,Spicy Chicken Bacon Ranch Pizza,220
hungry-howies,Taco Pizza,190
hungry-howies,The Works Pizza,130
hungry-howies,Three Cheeser Pepperoni Pleaser Pizza,140
hungry-howies,Veggie Pizza,100
hungry-howies,Antipasto Salad,200
hungry-howies,Chef Salad,160
hungry-howies,Chicken Asiago Salad,140
hungry-howies,Chicken Caesar Salad,140
hungry-howies,Garden Salad,60
hungry-howies,Greek Salad,120
hungry-howies,Grilled Chicken Salad,200
hungry-howies,Spicy Chicken Asiago Salad,330
hungry-howies,Spicy Chicken Caesar Salad,330
hungry-howies,Spicy Chicken Salad,390
hungry-howies,Add Anchovies,30
hungry-howies,Add Bacon,40
hungry-howies,Add Black Olives,25
hungry-howies,Add Cheddar Cheese,110
hungry-howies,Add Chicken,35
hungry-howies,Add Feta,70
hungry-howies,Add Green Peppers,10
hungry-howies,Add Ground Beef,70
hungry-howies,Add Ham,30
hungry-howies,Add Meatballs,400
hungry-howies,Add Mild Pepper Rings,5
hungry-howies,Add Pepperoni,25
hungry-howies,Add Pineapple,15
hungry-howies,Add Red Onion,5
hungry-howies,Add Sausage,110
hungry-howies,Add Steak,50
hungry-howies,Cheese Only Sub,580
hungry-howies,Chicken Bacon Ranch Sub,430
hungry-howies,Chicken Parmesan Sub,420
hungry-howies,Deluxe Combo Sub,340
hungry-howies,Ham & Cheese Sub,310
hungry-howies,Italian Sub,550
hungry-howies,Meatball Pizza Deluxe Sub,80
hungry-howies,Pizza Sub Special,270
hungry-howies,Spicy Chicken Bacon Ranch Sub,510
hungry-howies,Steak & Cheese Sub,360
hungry-howies,Taco Sub,390
hungry-howies,Turkey Club Sub,500
hungry-howies,Veggie Sub,380
hungry-howies,Asian Wing Sauce,10
hungry-howies,BBQ Wing Sauce,10
hungry-howies,Buffalo Wing Sauce,5
hungry-howies,Original Boneless Howie Wings,60
hungry-howies,Original Howie Wings,70
hungry-howies,Spicy Chicken Tenders,130
hungry-howies,Sriracha Wing Sauce,0
portillos,Chicago Combo Bowl,550
portillos,Classic Beef Bowl,450
portillos,Italiano Bowl,660
portillos,Chocolate Cake,720
portillos,Chocolate Eclair Cake,520
portillos,Lemon Cake,700
portillos,Strawberry Shortcake,480
portillos,Caesar Dressing,340
portillos,Chipotle Ranch Dressing,170
portillos,Garbage Vinaigrette,310
portillos,Greek Vinaigrette,250
portillos,Honey Mustard Dressing,230
portillos,House Dressing,250
portillos,Lite French Dressing,80
portillos,Lite Honey Dijon Dressing,80
portillos,Lite Italian Dressing,80
portillos,Lite Ranch Dressing,150
portillos,Ranch Dressing,260
portillos,Raspberry Vinaigrette,120
portillos,Banana Smoothie,490
portillos,Chocolate Cake Shake,850
portillos,Chocolate Malt,600
portillos,Chocolate Shake,540
portillos,Coffee,0
portillos,Coke,150
portillos,Diet Coke,0
portillos,Frozen Strawberry Lemonade,300
portillos,Hi-C Flashin Fruit Punch,160
portillos,Hot Chocolate,140
portillos,Iced Tea,0
portillos,Mango Smoothie,500
portillos,"Milk, Carton",120
portillos,Minute Maid Lemonade,150
portillos,Odwalla Lemonade,140
portillos,Pomegranate Berry Smoothie,470
portillos,Pomegranate Limeade,150
portillos,Root Beer,170
portillos,Sprite,150
portillos,Strawberry Banana Smoothie,480
portillos,Strawberry Malt,600
portillos,Strawberry Shake,540
portillos,Strawberry Smoothie,480
portillos,Sweet Tea,120
portillos,Vanilla Malt,550
portillos,Vanilla Shake,500
portillos,Vitaminwater XXX,100
portillos,Cup of Cheese Sauce,90
portillos,Hot Peppers,50
portillos,Side of Gravy,120
portillos,Side of Sweet Peppers,40
portillos,Bratwurst,320
portillos,Breaded Chicken,310
portillos,Burger Patty,280
portillos,Char-Broiled Chicken,130
portillos,Char-Grilled Italian Sausage,280
portillos,Char-Grilled Polish Sausage,400
portillos,Cup of Italian Beef,270
portillos,Flounder,180
portillos,Grilled Tuna,190
portillos,Hot Dog,150
portillos,Jumbo Hot Dog,260
portillos,Baked Mostaccioli,1330
portillos,Chicken Al Diavolo,2010
portillos,Chicken Parmesan,1310
portillos,Chicken Siciliano,1490
portillos,Double Stuffed Cheese Ravioli,910
portillos,Fettuccine Alfredo,2410
portillos,Fettuccine Carbonara,2230
portillos,Lasagna,1110
portillos,Oven Baked Spaghetti,890
portillos,Peasant Pasta,2160
portillos,Penne Al Arrabbiata,1230
portillos,Pesto Chicken And Mushrooms,2000
portillos,Ravioli,820
portillos,Ribs,510
portillos,Rigatoni Ala Vodka,2140
portillos,Spaghetti,1080
portillos,Apple Walnut Harvest Salad with Chicken,560
portillos,Barnelli's Hot Grilled Chicken Caesar Salad,350
portillos,Chicken Caesar Salad,300
portillos,Chipotle BBQ Salad With Chicken,380
portillos,Chopped Salad,550
portillos,Classic Caesar Salad,230
portillos,Fresh Berry & Toasted Almond Salad,260
portillos,Garbage Salad,430
portillos,Greek Chicken Salad,340
portillos,Hot Grilled Chicken Caesar Salad,360
portillos,Hot Grilled Tuna Caesar Salad,380
portillos,Tuscan Chicken And Bacon Salad,410
portillos,Bacon Burger,670
portillos,Badger Brat,530
portillos,Beef N Cheddar Croissant,670
portillos,Big Beef Sandwich,1040
portillos,Breaded Chicken Club,740
portillos,Breaded Chicken Croissant,680
portillos,Breaded Chicken Sandwich,630
portillos,Buffalo Chicken Wrap,660
portillos,Burger,570
portillos,Cajun Chicken Caesar Pita,600
portillos,Char-Broiled Chicken Club,550
portillos,Char-Broiled Chicken Croissant,430
portillos,Char-Broiled Chicken Sandwich,440
portillos,Char-Grilled Italian Sausage Sandwich,630
portillos,Char-Grilled Maxwell Street Polish,570
portillos,Chicken Caesar Pita,520
portillos,Chicken Caesar Wrap,770
portillos,Chicken Caprese Panini,640
portillos,Chicken Cobb Wrap,950
portillos,Chicken Focaccia Sandwich,1040
portillos,Chicken Parmesan Sandwich,1080
portillos,Chicken Portabella Ciabatta,750
portillos,Chili Cheese Dog,500
portillos,Combo Beef And Char-Grilled Sausage Sandwich,1070
portillos,Combo Sandwich,740
portillos,Double Bacon Burger,950
portillos,Double Burger,900
portillos,Grilled Portobello Sandwich,570
portillos,Grilled Tuna Sandwich,600
portillos,Hot Dog With Everything,340
portillos,Italian Beef Sandwich,690
portillos,Jumbo Chili Cheese Dog,610
portillos,Jumbo Hot Dog With Everything,450
portillos,Meatball Sandwich,1040
portillos,Slice of American Cheese,90
portillos,Spicy Chicken Sandwich,520
portillos,Turkey Florentine Panini,660
portillos,Vegetable Croissant,650
portillos,Baked Potato,230
portillos,Chicken Tenders,340
portillos,Chili Cheese Fries,450
portillos,Chili With Cheese And Onions,420
portillos,Cole Slaw,180
portillos,French Fries,380
portillos,Fresh Baked House Bread,480
portillos,Fruit Cup,40
portillos,Lemon Poppyseed Muffin,280
portillos,Meatball With Sauce And Cheese,390
portillos,Mostaccioli Side,500
portillos,Onion Rings,350
portillos,Side Garden Salad,170
portillos,Side Greek Pasta Salad,480
portillos,Side of Meatballs,370
portillos,Spaghetti With Marinara Sauce Side,520
portillos,Spaghetti With Meat Sauce Side,500
portillos,Tamale,340
portillos,Tamale In Bowl of Chili,540
portillos,Beef Vegetable With Barley Soup,120
portillos,Broccoli Cheddar Soup,240
portillos,Chicken Noodle Soup,90
portillos,Clam Chowder,260
portillos,Corn Chowder,200
portillos,Cream of Chicken With Wild Rice Soup,240
portillos,Minestrone Soup,210
portillos,Stuffed Green Pepper Soup,300
portillos,Tomato Bisque,360
subway,6&quot; Chipotle Chicken and Cheese,450
subway,All American Club,450
subway,All-Pro Sweet Onion Teriyaki,430
subway,B.L.T.,330
subway,Bella Mozza,420
subway,Benissimo Sandwich,510
subway,Big Hot Pastrami,470
subway,Black Forest Ham,170
subway,Buffalo Chicken Sandwich,340
subway,Chicken & Bacon Ranch,530
subway,Cold Cut Combo,280
subway,Elite Chicken & Bacon Ranch,570
subway,Garlic Roast Beef,480
subway,Grand Slam Ham,500
subway,Ham & Jack Slider,150
subway,Hotshot Italiano,620
subway,Italian B.M.T.,360
subway,Italian Spice Slider,230
subway,Little Cheesesteak Slider,180
subway,Little Turkey Slider,200
subway,Meatball Marinara,410
subway,Oven Roasted Chicken,280
subway,Oven Roasted Turkey,160
subway,Oven Roasted Turkey & Ham,270
subway,Roast Beef,200
subway,Rotisserie Style Chicken,300
subway,Spicy Italian,430
subway,Steak and Cheese,320
subway,Subway Club,460
subway,Supreme Meats Sandwich,510
subway,Sweet Onion Chicken Teriyaki,340
subway,Teriyaki Blitz,450
subway,The Beast,730
subway,The Boss,580
subway,The Champ,440
subway,The Great Garlic,470
subway,The MexiCali,480
subway,The Monster,540
subway,The Outlaw,440
subway,The Philly,480
subway,Titan Turkey,490
subway,Tuna,430
subway,Turkey Cali Club,570
subway,Ultimate BMT,560
subway,Veggie Delite,140
subway,Veggie Patty,390
subway,American Club Salad,440
subway,Autumn Carved Turkey Salad,300
subway,B.L.T. Salad,150
subway,Big Hot Pastrami Melt Salad,400
subway,Big Philly Cheesesteak Salad,330
subway,Black Forest Ham Salad,110
subway,Buffalo Chicken Salad (with Ranch dressing),360
subway,Carved Turkey & Bacon w/ Cheese Salad,280
subway,Carved Turkey Salad,150
subway,Chicken & Bacon Ranch Salad,510
subway,Cold Cut Combo Salad,180
subway,Double Chicken Salad,220
subway,Fresh Fit Crispy Chicken Salad,460
subway,Homestyle Crispy Chicken Salad,690
subway,Italian B.M.T. Salad,230
subway,Italian Hero Salad,230
subway,Meatball Marinara Salad,310
subway,Oven Roasted Chicken Salad,140
subway,Roast Beef Salad,140
subway,Spicy Italian Salad,310
subway,Steak & Cheese Salad,210
subway,Sweet Onion Chicken Teriyaki Salad,200
subway,Tuna Salad,310
subway,Turkey Breast & Ham Salad,110
subway,Turkey Breast Salad,110
subway,Veggie Delite Salad,50
subway,Chipotle Southwest Steak & Cheese Wrap,760
subway,Rotisserie-Style Chicken Caesar Wrap,730
subway,"Turkey, Bacon & Guacamole Wrap",810
subway,"6"" Hearty Multigrain Bread",190
subway,6&quot; Flatbread,220
subway,6&quot; Italian (White) Bread,160
subway,6&quot; Italian Herbs & Cheese Bread,220
subway,6&quot; Jalapeno Cheddar Bread,220
subway,6&quot; Monterey Cheddar Bread,220
subway,6&quot; Parmesan Oregano Bread,190
subway,6&quot; Sourdough Bread,190
subway,Gluten-Free Bread,340
subway,Mini Hearty Multigrain Bread,120
subway,Mini Italian (White) Bread,130
subway,Spinach Wrap,290
subway,Tomato Basil Wrap,290
subway,Wrap,300
subway,"Bacon, Egg White & Cheese on Flatbread",410
subway,"Black Forest Ham, Egg White & Cheese on Flatbread",370
subway,Egg White & Cheese on 6&quot; Flatbread,330
subway,Mega Melt on 6&quot; Flatbread,520
subway,"Sausage, Egg White & Cheese on 6&quot; Flatbread",470
subway,"Steak, Egg White & Cheese on 6&quot; Flatbread",400
subway,Sunrise Subway Melt with Egg White,480
subway,"Turkey, Egg White & Cheese on 6&quot; Flatbread",360
subway,6&quot; Sunrise Subway Melt,470
subway,"Bacon, Egg & Cheese on 6&quot; Flatbread",420
subway,"Black Forest Ham, Egg & Cheese on Flatbread",420
subway,Egg & Cheese on 6&quot; Flatbread,370
subway,Mega Melt on 6&quot; Flatbread,560
subway,"Sausage, Egg & Cheese on 6&quot; Flatbread",510
subway,"Steak, Egg & Cheese on 6&quot; Flatbread",440
subway,"Turkey, Egg & Cheese on 6&quot; Flatbread",400
subway,Hash Browns,210
subway,Baked Lay's&reg; Chips,130
subway,Baked Lay's&reg; Sour Cream & Onion Chips,140
subway,Doritos Nacho Cheese Chips,250
subway,Lay's&reg; Classic Potato Chips,230
subway,Sunchips Harvest Cheddar Chips,210
subway,Bacon (2 strips),45
