Restaurant,Item,Calories
yard-house,Coke Zero Sugar,0
yard-house,Dr. Pepper,100
yard-house,Grand Patron,270
yard-house,Guavarita,270
yard-house,Hawaiian Mule,280
yard-house,Hot Tea,0
yard-house,House Margarita,220
yard-house,Iced Tea,0
yard-house,Jameson Mule,280
yard-house,Light Beer,140
yard-house,Magic Margarita,220
yard-house,Malibu Peach,280
yard-house,Mango Mojito,280
yard-house,Mayan Mule,290
yard-house,Midnight Sangria,240
yard-house,Milk,230
yard-house,Moscow Mule,280
yard-house,Non-Alcoholic Beer,130
yard-house,Old 43,230
yard-house,Paradise Found,190
yard-house,Passion Fruit Mojito,250
yard-house,Pineapple Express,220
yard-house,Pineapple Lych-Ini,260
yard-house,Polu Hawaiian,260
yard-house,Pomegranate Margarita,300
yard-house,Pomegranate Press,280
yard-house,Red Wine,160
yard-house,Rose Refresher,190
yard-house,Sake,100
yard-house,Sake Bomb,90
yard-house,Salted Watermelon Margarita,270
yard-house,Seagrams Ginger Ale,80
yard-house,Southside,220
yard-house,Sparkling Wine,130
yard-house,Strawberry Fields,240
yard-house,Strawberry Mojito,280
yard-house,Sunkissed Sangria,250
yard-house,Sunset Sangria,200
yard-house,The Local Mai Tai,340
yard-house,Vitamin Water XXX,45
yard-house,White Wine,150
yard-house,Add Guacamole,140
yard-house,Add Two Fried Eggs,180
yard-house,American Breakfast,1130
yard-house,Avocado Toast,660
yard-house,Bacon,280
yard-house,Bread Pudding French Toast & Fresh Berries,1340
yard-house,Breakfast Burger,1810
yard-house,Carnitas Chilaquiles,1490
yard-house,Corned Beef & Potato Hash,1230
yard-house,Crispy Ripped Potatoes,460
yard-house,Fresh Fruit,50
yard-house,House Bloody Mary,170
yard-house,House Mimosa,110
yard-house,Machaca Con Huevos,1590
yard-house,Quinoa Power Bowl,870
yard-house,Steak & Fried Eggs,1050
yard-house,Steak & Scrambled Cheese Eggs,1240
yard-house,Vegetable Frittata,1090
yard-house,Bacon Ranch Burger,1060
yard-house,BBQ Bacon Cheddar Burger,1170
yard-house,Black Truffle Cheeseburger,930
yard-house,Classic Cheese Burger,910
yard-house,Fries,360
yard-house,House Burger,760
yard-house,Kurobuta Pork Burger,930
yard-house,Lamb Burger,850
yard-house,Nacho Burger,780
yard-house,Pepper Jack Burger,1020
yard-house,Stacked Bacon Ranch Burger,1550
yard-house,Stacked House Burger,1110
yard-house,Stacked Patty Melt,1170
yard-house,The Beyond Burger With Salad,850
yard-house,Turkey Burger,930
yard-house,Artic Char,380
yard-house,Barramundi,260
yard-house,Blackened Daily Fish Preparation,50
yard-house,Corvina,300
yard-house,Garlic Bok Choy,60
yard-house,Grouper,240
yard-house,Island Grilled Daily Fish Preparation,20
yard-house,Macadamia Nut Crusted Daily Fish Preparation,290
yard-house,Mahi Mahi,230
yard-house,Mango Papaya Salsa,30
yard-house,Opah,280
yard-house,Passion Fruit Beurre Blanc,270
yard-house,Red Fish,270
yard-house,Thai Basil Pesto,270
yard-house,Bread Pudding With Creme Anglaise,610
yard-house,Brownie,950
yard-house,Ice Cream,210
yard-house,Large Peach Apple Cobbler,820
yard-house,Mini Cheesecake Brulee,400
yard-house,Mini Chocolate Souffle Cake,410
yard-house,Mini Peach Apple Cobbler,410
yard-house,Mini Trio Sampler,1230
yard-house,S&#039;mores Brownie,1360
yard-house,Ahi Crunchy Salad,380
yard-house,BBQ Chicken Salad,920
yard-house,Chicken Cobb Salad,640
yard-house,Chicken Kale Caesar Salad,580
yard-house,Grilled Shrimp Cobb Salad,610
yard-house,Grilled Shrimp Kale Caesar Salad,560
yard-house,Red Quinoa Salad,720
yard-house,Salmon Cobb Salad,1080
yard-house,Salmon Kale Caesar Salad,830
yard-house,Seared Ahi Kale Caesar Salad,580
yard-house,Gardein Ancho BBQ Wings,960
yard-house,Gardein BBQ Chicken Pizza,1120
yard-house,Gardein BBQ Chicken Salad,910
yard-house,Gardein Buffalo Wings,940
yard-house,Gardein Chicken & Avocado Sandwich,920
yard-house,Gardein Chicken Fried Rice Bowl,1580
yard-house,Gardein Firecracker Wings,850
yard-house,Gardein Fried Chicken Tenders With Fries,1090
yard-house,Gardein Korean Wings,990
yard-house,Gardein Mac Cheese with Chicken,940
yard-house,Gardein Orange Chicken,1760
yard-house,Gardein Sesame Chicken & Noodles,1570
yard-house,Gardein Vegan Burger With Mixed Green Salad,780
yard-house,Gluten Sensitive Balsamic Vinaigrette,130
yard-house,Gluten Sensitive BBQ Bacon Cheddar Burger,940
yard-house,Gluten Sensitive BBQ Chicken Salad,570
yard-house,Gluten Sensitive Black Truffle Cheeseburger,700
yard-house,Gluten Sensitive Blackened Shrimp Street Taco,170
yard-house,Gluten Sensitive Blackened Shrimp Taco Combo,630
yard-house,Gluten Sensitive Blood Orange Olive Oil Vinaigrette,270
yard-house,Gluten Sensitive Brown Rice,260
yard-house,Gluten Sensitive Buffalo Sauce,110
yard-house,Gluten Sensitive Caesar Dressing,300
yard-house,Gluten Sensitive Carne Asada Street Taco,230
yard-house,Gluten Sensitive Carne Asada Taco Combo,750
yard-house,Gluten Sensitive Cheese Burger,680
yard-house,Gluten Sensitive Chicken Cobb Salad,610
yard-house,Gluten Sensitive Chicken Kale Caesar Salad,540
yard-house,Gluten Sensitive Chilled Edamame,100
yard-house,Gluten Sensitive Chilled Edamame Side,40
yard-house,Gluten Sensitive Chopped Salad,500
yard-house,Gluten Sensitive Classic Ranch Salad,320
yard-house,Gluten Sensitive Deviled Eggs,420
yard-house,Gluten Sensitive Fresh Fruit,80
yard-house,Gluten Sensitive Garlic Aioli,340
yard-house,Gluten Sensitive Garlic Mashed Potatoes,240
yard-house,Gluten Sensitive Grilled Chicken & Avocado Sandwich,630
yard-house,Gluten Sensitive Guacamole,200
yard-house,Gluten Sensitive House Steak Sauce,70
yard-house,Gluten Sensitive Hummus,360
yard-house,Gluten Sensitive Jasmine Rice,320
yard-house,Gluten Sensitive Kurobuta Pork Burger,700
yard-house,Gluten Sensitive Lamb Burger,620
yard-house,Gluten Sensitive Mediterranean Salmon,900
yard-house,Gluten Sensitive Mixed Greens Salad,60
yard-house,Gluten Sensitive Oil & Vinegar,270
yard-house,Gluten Sensitive Parmesan Mashed Potatoes,250
yard-house,Gluten Sensitive Pepper Crusted Filet,990
yard-house,Gluten Sensitive Pepper Jack Burger,790
yard-house,Gluten Sensitive Porcini Crusted Halibut,1210
yard-house,Gluten Sensitive Porcini Mushroom Sauce,270
yard-house,Gluten Sensitive Queso Dip,790
yard-house,Gluten Sensitive Ranch Dressing,200
yard-house,Gluten Sensitive Red Quinoa Salad Bowl,730
yard-house,Gluten Sensitive Rib Eye & Shrimp,1340
yard-house,Gluten Sensitive Rib Eye Steak,1250
yard-house,Gluten Sensitive Roasted Turkey Club,750
yard-house,Gluten Sensitive Salmon Cobb Salad,1080
yard-house,Gluten Sensitive Salmon Kale Caesar Salad,760
yard-house,Gluten Sensitive Sauteed Asparagus,60
yard-house,Gluten Sensitive Seared Ahi Kale Caesar Salad,540
yard-house,Gluten Sensitive Seared Ahi Steak Sandwich,630
yard-house,Gluten Sensitive Shrimp Cobb Salad,610
yard-house,Gluten Sensitive Shrimp Kale Caesar Salad,510
yard-house,Gluten Sensitive Spicy Tomato Sauce,60
yard-house,Gluten Sensitive Spicy Tuna Roll,550
yard-house,Gluten Sensitive Spinach Cheese Dip,520
yard-house,Gluten Sensitive Spinach Mashed Potatoes,360
yard-house,Gluten Sensitive Steamed Mixed Vegetables,50
yard-house,Gluten Sensitive Sweet Chili Sauce,200
yard-house,Gluten Sensitive Tartar Sauce,240
yard-house,Gluten Sensitive Thai Basil Pesto,270
yard-house,Gluten Sensitive Tomato Bisque,240
yard-house,Gluten Sensitive Tropical Chicken Street Taco,280
yard-house,Gluten Sensitive Tropical Chicken Taco Combo,850
yard-house,Gluten Sensitive Wasabi Mashed Potatoes,260
yard-house,Abuela&#039;s Chicken,1370
yard-house,Braised Short Rib Ravioli,1120
yard-house,Chicken Enchilada Stack,1620
yard-house,Chicken Fried Rice Bowl,1580
yard-house,Fish &amp; Chips,1360
yard-house,Loco Moco,1340
yard-house,Mac Cheese With Chicken,1110
yard-house,Maui Pineapple Chicken,1280
yard-house,Nashville Hot Chicken,1570
yard-house,Orange Chicken,1750
yard-house,Parmesan Crusted Pork Loin,1130
yard-house,Poke Bowl,1030
yard-house,Sesame Chicken &amp; Noodles,1580
yard-house,Shrimp &amp; Calamari Diablo,1270
yard-house,Southern Fried Chicken Breast,2020
yard-house,Spicy Jambalaya Pasta,820
yard-house,Kid&#039;s Apple Juice,90
yard-house,Kid&#039;s Cranberry Juice,100
yard-house,Kid&#039;s Lemonade,90
yard-house,Kid&#039;s Milk,220
yard-house,Kid&#039;s Orange Juice,90
yard-house,Kid's Add Ham,60
yard-house,Kid's Add Turkey,45
yard-house,Kid's Barbeque Chicken,260
yard-house,Kid's Brown Rice,90
yard-house,Kid's Burger,450
yard-house,Kid's Burger With Cheese,540
yard-house,Kid's Buttered Noodles,720
yard-house,Kid's Cheese Pizza,690
yard-house,Kid's Chicken Teriyaki,290
yard-house,Kid's Cookies & Cream Crunch Pop,240
yard-house,Kid's Edamame,40
yard-house,Kid's Fish Sticks,510
yard-house,Kid's French Fries,360
yard-house,Kid's Fresh Fruit,50
yard-house,Kid's Fried Chicken Tenders,500
yard-house,Kid's Grilled Cheese Sandwich,420
yard-house,Kid's Jasmine Rice,110
yard-house,Kid's Mac Cheese,830
yard-house,Kid's Parmesan Mashed Potatoes,120
yard-house,Kid's Pepperoni Pizza,810
yard-house,Kid's Small Ranch Salad,120
yard-house,Kid's Spaghetti & Meatballs,720
yard-house,Kid's Steamed Veggies,25
yard-house,Add Fries to Lunch,360
yard-house,BBQ Chicken Pizza Lunch,970
yard-house,Chicken Tortilla Soup Lunch,530
yard-house,Clam Chowder Lunch,240
yard-house,Classic Ranch Salad Lunch,190
yard-house,Classic Sliders,510
yard-house,Half Roast Beef Dip,580
yard-house,Half Roasted Turkey Club,600
yard-house,Kale Caesar Salad Lunch,260
yard-house,Margherita Pizza Lunch,730
yard-house,Mixed Field Greens Salad Lunch,100
yard-house,Pepperoni Pizza,810
yard-house,Shiitake Garlic Noodles Lunch,700
yard-house,Tomato Bisque Lunch,240
yard-house,Traditional Caesar Salad Lunch,190
yard-house,BBQ Chicken Pizza,1140
yard-house,Cheese Pizza,920
yard-house,Ham &amp; Pineapple Pizza,920
yard-house,Margherita Pizza,840
yard-house,Pepperoni &amp; Mushroom Pizza,960
yard-house,The Carnivore Pizza,1400
yard-house,Add Applewood Bacon,210
yard-house,Add Crushed Avocado,70
yard-house,Cuban Roast Pork Dip,1190
yard-house,Filet &amp; White Cheddar Melt,1300
yard-house,Fried Chicken Sandwich,1010
yard-house,Grilled Cheese &amp; Tomato Bisque,1120
yard-house,Grilled Chicken &amp; Avocado,910
yard-house,Nashville Hot Chicken Sandwich,890
yard-house,Roast Beef Dip,1110
yard-house,Seared Ahi Steak Sandwich,830
yard-house,Crab Cake,1640
yard-house,Ginger Crusted Salmon,990
yard-house,Lobster &amp; Shrimp Agnolotti,980
yard-house,Lobster Garlic Noodles,1030
yard-house,Mediterranean Salmon,1110
yard-house,Miso Glazed Sea Bass,1200
yard-house,Porcini Crusted Halibut,1210
yard-house,Vodka Shrimp Pasta,690
yard-house,Baked Pita Bread,250
yard-house,Buffalo Cauliflower With Spicy Tahini,740
yard-house,Chilled Edamame,100
yard-house,Crispy Brussels Sprouts &amp; Potatoes,1250
yard-house,Crispy Pita Bread,300
yard-house,Deviled Eggs,420
yard-house,Guacamole &amp; Chips,760
yard-house,Hot &amp; Spicy Edamame,500
yard-house,Hummus,320
yard-house,Shiitake Garlic Noodles,700
yard-house,Truffle Fries,500
yard-house,Chicken Tortilla Soup,530
yard-house,Chopped Salad,500
yard-house,Clam Chowder,240
yard-house,Classic Ranch Salad,390
yard-house,Kale Caesar Salad,460
yard-house,Mixed Field Greens Salad,240
yard-house,Tomato Bisque,240
yard-house,Traditional Caesar Salad,360
yard-house,New York Strip Steak,1400
yard-house,Pepper Crusted Filet,990
yard-house,Rib Eye,1250
yard-house,Rib Eye &amp; Shrimp,1340
yard-house,"Steak, Sirloin & Potato Stack",1480
yard-house,Al Pastor Taco,280
yard-house,Baja Fish Taco,230
yard-house,Baja Shrimp Taco,220
yard-house,Blackened Shrimp Taco,170
yard-house,Carne Asada Taco,230
yard-house,Corn Tortilla,80
yard-house,Flour Tortilla,90
yard-house,Grilled Korean Beef Short Rib Taco,280
yard-house,Pinto Beans &amp; Spicy Rice,340
yard-house,Tropical Chicken Taco,280
yard-house,Vampire Style Taco Shell,210
yard-house,Vampire Taco,430
papa-johns,BBQ Chicken Bacon Pizza,230
papa-johns,Cheese Pizza,180
papa-johns,Double Bacon 6 Cheese Pizza,240
papa-johns,Garden Fresh Pizza,140
papa-johns,Grilled Chicken Margherita Pizza,220
papa-johns,Hawaiian BBQ Chicken Pizza,240
papa-johns,John's Favorite Pizza,270
papa-johns,Pepperoni Pizza,210
papa-johns,Shaq-a-Roni Pizza,390
papa-johns,Spicy Italian Pizza,240
papa-johns,Spinach Alfredo Pizza,190
papa-johns,Sweet Chili Chicken Pizza,210
papa-johns,The Meats Pizza,240
papa-johns,The Works Pizza,210
papa-johns,Tuscan Six Cheese Pizza,210
papa-johns,Apple Pie,480
papa-johns,Cinnaepie,560
papa-johns,Twix Papa Bites,80
papa-johns,BBQ Sauce,45
papa-johns,Blue Cheese,160
papa-johns,Buffalo Sauce,15
papa-johns,Cheese Sauce,40
papa-johns,Crushed Red Pepper,5
papa-johns,Honey Mustard,150
papa-johns,Parmesan Cheese,15
papa-johns,Pizza Sauce,20
papa-johns,Ranch Sauce,100
papa-johns,Special Garlic,150
papa-johns,Special Seasonings,5
papa-johns,BBQ Chicken Bacon Gluten Free Pizza,340
papa-johns,Cheese Gluten Free Pizza,290
papa-johns,Extra Cheesy Alfredo Gluten Free Pizza,180
papa-johns,Fiery Buffalo Chicken Gluten Free Pizza,160
papa-johns,Fresh Spinach & Tomato Alfredo on Gluten Free Crust,280
papa-johns,Garden Fresh Gluten Free Pizza,280
papa-johns,Meatball Pepperoni on Gluten Free Crust,180
papa-johns,Pepperoni Gluten Free Pizza,340
papa-johns,Philly Cheesesteak Gluten Free Pizza,160
papa-johns,Sausage Gluten Free Pizza,340
papa-johns,Super Hawaiian Gluten Free Pizza,170
papa-johns,The Meats Gluten Free Pizza,340
papa-johns,The Works Gluten Free Pizza,320
papa-johns,Tuscan Six Cheese Gluten Free Pizza,310
papa-johns,Ultimate Pepperoni Gluten Free Pizza,180
papa-johns,Zesty Italian Trio on Gluten Free Crust,180
papa-johns,Chicken Alfredo Papa Bowl,570
papa-johns,Italian Meats Trio Papa Bowl,880
papa-johns,Veggie Papa Bowl,380
papa-johns,Doritos Cool Ranch Beef Papadia,870
papa-johns,Doritos Cool Ranch Chicken Papadia,840
papa-johns,Doritos Cool Ranch Steak Papadia,860
papa-johns,Grilled BBQ Chicken & Bacon Papadia,840
papa-johns,Grilled Buffalo Chicken Papadia,910
papa-johns,Italian Papadia,940
papa-johns,Meatball Pepperoni Papadia,940
papa-johns,Philly Cheesesteak Papadia,810
papa-johns,BBQ Wings,190
papa-johns,Breadsticks,290
papa-johns,Cheesesticks,370
papa-johns,Chicken Poppers,100
papa-johns,Garlic Sauce (1 tablespoon),75
papa-johns,Honey Chipotle Wings,190
papa-johns,Parmesan Breadsticks,340
papa-johns,Spicy Buffalo Wings,170
papa-johns,Jalapeno Popper Rolls,60
papa-johns,BBQ Chicken Bacon Thin Crust Pizza,290
papa-johns,Cheese Thin Crust Pizza,230
papa-johns,Double Bacon 6 Cheese Thin Crust Pizza,290
papa-johns,Garden Fresh Thin Crust Pizza,220
papa-johns,Grilled Chicken Margherita Thin Crust Pizza,250
papa-johns,Hawaiian BBQ Chicken Thin Crust Pizza,290
papa-johns,John's Favorite Thin Crust Pizza,340
papa-johns,Pepperoni Thin Crust Pizza,270
papa-johns,Spicy Italian Thin Crust Pizza,320
papa-johns,Spinach Alfredo Thin Crust Pizza,220
papa-johns,Sweet Chili Chicken Thin Crust Pizza,270
papa-johns,The Meats Thin Crust Pizza,310
papa-johns,The Works Thin Crust Pizza,270
papa-johns,Tuscan Six Cheese Thin Crust Pizza,260
steak-n-shake,American Cheese,70
steak-n-shake,Bacon,60
steak-n-shake,Chili (For Fries),170
steak-n-shake,Grilled Onions,30
steak-n-shake,Jalapeno Slices,0
steak-n-shake,Steakburger Patty,140
steak-n-shake,Barq's Root Beer,70
steak-n-shake,Bud Light,100
steak-n-shake,Bud Light Lime,120
steak-n-shake,Budweiser,150
steak-n-shake,Caffeine Free Pepsi,90
steak-n-shake,Caffeine-Free Diet Coke,0
steak-n-shake,Chardonnay,120
steak-n-shake,Cherry Coke,90
steak-n-shake,Cherry Limeade,140
steak-n-shake,Chocolate Milk,150
steak-n-shake,Coca Cola,60
steak-n-shake,Coke Zero Sugar,0
steak-n-shake,Darioush Cabernet 2008,120
steak-n-shake,Diet Coke,0
steak-n-shake,Diet Dr Pepper,0
steak-n-shake,Diet Pepsi,0
steak-n-shake,Dr Pepper,90
steak-n-shake,Draft Brooklyn Lager,170
steak-n-shake,Fanta Orange,60
steak-n-shake,Fuze Raspberry Iced Tea,35
steak-n-shake,Hi-C Fruit Punch,60
steak-n-shake,Hot Chocolate,110
steak-n-shake,Hot Tea,0
steak-n-shake,Iced Tea,0
steak-n-shake,Lemonade,15
steak-n-shake,Lipton Peach Iced Tea,45
steak-n-shake,Mello Yello,100
steak-n-shake,Michelob Ultra,100
steak-n-shake,Milk,90
steak-n-shake,Minute Maid Lemonade,60
steak-n-shake,Mountain Berry Blast Powerade,50
steak-n-shake,Mountain Dew,100
steak-n-shake,Pepsi,90
steak-n-shake,Pinot,120
steak-n-shake,Ridge Santa Cruz Mountain Estate 2007,120
steak-n-shake,Sierra Mist,90
steak-n-shake,Simply Orange,160
steak-n-shake,Sprite,60
steak-n-shake,Sweet Tea,110
steak-n-shake,Table Red Wine,120
steak-n-shake,Tropicana Lemonade,90
steak-n-shake,Bacon Biscuit,380
steak-n-shake,"Bacon, Egg And Cheese Biscuit",520
steak-n-shake,Bagel Sandwich With Bacon,450
steak-n-shake,Bagel Sandwich With Sausage,690
steak-n-shake,Banana Pancakes,970
steak-n-shake,Breakfast Bowl,350
steak-n-shake,Cheddar Scrambler,710
steak-n-shake,Chocolate Chip Pancakes,1320
steak-n-shake,Country Skillet,1320
steak-n-shake,Egg And Cheese Biscuit,460
steak-n-shake,Kid&#039;s 2 Pancakes With Butter And Syrup,420
steak-n-shake,Kid&#039;s 3 Pancakes With Butter And Syrup,520
steak-n-shake,Bacon Side,40
steak-n-shake,Bagel,250
steak-n-shake,Biscuit,320
steak-n-shake,Biscuits,640
steak-n-shake,Buttered Toast,180
steak-n-shake,Fried Egg,80
steak-n-shake,Pancakes with Butter and Syrup,370
steak-n-shake,Sausage,300
steak-n-shake,Sausage Gravy,160
steak-n-shake,Scrambled Egg,70
steak-n-shake,Syrup,140
steak-n-shake,Chili 3-Way,710
steak-n-shake,Chili 5-Way,1160
steak-n-shake,Chili Deluxe,500
steak-n-shake,Chili Mac,1200
steak-n-shake,Chili Mac Supreme,1410
steak-n-shake,Genuine Chili,330
steak-n-shake,Hot Fudge Sundae,240
steak-n-shake,Root Beer Float,160
steak-n-shake,Bacon Cheese Fries,360
steak-n-shake,Cajun French Fries,250
steak-n-shake,Cheese French Fries,320
steak-n-shake,Chili Cheese Fries,430
steak-n-shake,French Fries,150
steak-n-shake,Parmesan & Garlic Herb French Fries,250
steak-n-shake,Chicken Fingers And Fries,380
steak-n-shake,Grilled Cheese And Fries,780
steak-n-shake,Mac And Cheese,170
steak-n-shake,Mini Corn Dogs And Fries,350
steak-n-shake,Steak Frank And Fries,540
steak-n-shake,Steakburger And Fries,460
steak-n-shake,Steakburger With Cheese And Fries,530
steak-n-shake,Frisco Melt,960
steak-n-shake,Grilled Cheese Steakburger Melt,650
steak-n-shake,Patty Melt,770
steak-n-shake,Banana Milkshake,420
steak-n-shake,Birthday Cake Milkshake,500
steak-n-shake,Butterfinger Milkshake,520
steak-n-shake,Caramel Apple Milkshake,460
steak-n-shake,Chocolate Banana Milkshake,430
steak-n-shake,Chocolate Covered Strawberry Milkshake,440
steak-n-shake,Chocolate Milkshake,380
steak-n-shake,Cookie Dough Milkshake,510
steak-n-shake,Egg Nog Milkshake,380
steak-n-shake,Hershey's Special Dark Chocolate Milkshake,460
steak-n-shake,Kit Kat Milkshake,460
steak-n-shake,M&M's Milkshake,550
steak-n-shake,Nutella Milkshake,480
steak-n-shake,Orange Freeze Milkshake,360
steak-n-shake,Oreo Cookies 'N Cream Milkshake,490
steak-n-shake,Oreo Mint Milkshake,510
steak-n-shake,Oreo Red Velvet Milkshake,600
steak-n-shake,Oreo White Chocolate Milkshake,540
steak-n-shake,Peanut Butter Cup Milkshake,530
steak-n-shake,Peppermint Chocolate Chip Milkshake,500
steak-n-shake,Pumpkin Spice Milkshake,390
steak-n-shake,Red Velvet Milkshake,490
steak-n-shake,Reese's Chocolate Peanut Butter Milkshake,560
steak-n-shake,Reese's Outrageous Milkshake,830
steak-n-shake,Reese's Peanut Butter Milkshake,550
steak-n-shake,Smore's Milkshake,570
steak-n-shake,Strawberry Banana Milkshake,390
steak-n-shake,Strawberry Cheesecake Milkshake,540
steak-n-shake,Strawberry Milkshake,400
steak-n-shake,Turtle Caramel Nut Milkshake,560
steak-n-shake,Ultimate Banana Milkshake,410
steak-n-shake,Vanilla Milkshake,400
steak-n-shake,Very Berry Strawberry Milkshake,340
steak-n-shake,White Chocolate Milkshake,390
steak-n-shake,Blue Cheese Dressing,150
steak-n-shake,Honey French Dressing,120
steak-n-shake,Honey Mustard Dressing,130
steak-n-shake,Lite Italian Dressing,45
steak-n-shake,Ranch Dressing,140
steak-n-shake,Thousand Island Dressing,120
steak-n-shake,Zesty Italian Dressing,90
steak-n-shake,Add Fried Chicken to Salad,330
steak-n-shake,Add Grilled Chicken to Salad,120
steak-n-shake,Beef Taco Salad,880
steak-n-shake,Garden Fresh Salad,310
steak-n-shake,Small Garden Salad,60
steak-n-shake,Fish Plate,890
steak-n-shake,Fish Sandwich,470
steak-n-shake,Grilled Cheese,620
steak-n-shake,Grilled Cheese &#039;N Bacon,590
steak-n-shake,Grilled Chicken Sandwich,360
steak-n-shake,Applesauce,90
steak-n-shake,Baked Beans,310
steak-n-shake,Chicken Fingers,330
steak-n-shake,Chicken Nuggets,240
steak-n-shake,Coleslaw,160
steak-n-shake,Onion Rings,330
steak-n-shake,Vegetable Soup,70
steak-n-shake,Chili Cheese Steak Frank,710
steak-n-shake,Chili N Cheese Dog,730
steak-n-shake,Foot Long Hot Dog,390
steak-n-shake,Steak Frank,390
steak-n-shake,7 X 7 Steakburger,1660
steak-n-shake,Bacon 'N Cheese Steakburger,460
steak-n-shake,Bacon Lovers Steakburger,870
steak-n-shake,Cajun Double Steakburger,630
steak-n-shake,Double Steakburger,460
steak-n-shake,Frisco Prime Steakburger,910
steak-n-shake,Garlic Double Steakburger,730
steak-n-shake,Jalapeno Crunch Steakburger,690
steak-n-shake,Portobello And Swiss Steakburger,740
steak-n-shake,Prime Steakburger,780
steak-n-shake,Royale Steakburger,750
steak-n-shake,Single Steakburger,320
steak-n-shake,Triple Steakburger,610
steak-n-shake,Western BBQ &#039;n Bacon Steakburger,790
steak-n-shake,White Truffle Steakburger,780
steak-n-shake,Wisconsin Butter Steakburger,870
white-castle,Barq's Red Cream Soda,140
white-castle,Big Red Soda,130
white-castle,Caffeine-Free Diet Coke,0
white-castle,Cherry Coca-Cola,130
white-castle,Chocolate Milk,160
white-castle,Coca-Cola Classic,120
white-castle,Coffee,5
white-castle,Coke Zero,0
white-castle,Decaf Coffee,0
white-castle,Diet Coke,0
white-castle,Fanta Grape,150
white-castle,Fanta Orange,140
white-castle,Fanta Strawberry,150
white-castle,Hi-C Flashing Fruit Punch,130
white-castle,Hi-C Orange Lavaburst,140
white-castle,Hot Chocolate,240
white-castle,Mello Yello,130
white-castle,Milk,110
white-castle,Minute Maid Lemonade,120
white-castle,Minute Maid Lemonade Lite,5
white-castle,Orange Juice,140
white-castle,Pibb Xtra,120
white-castle,Southern Sweet Iced Tea,180
white-castle,Sprite,120
white-castle,Unsweetened Iced Tea,5
white-castle,100% Apple Juice Box,100
white-castle,Barq's Red Cream Soda,280
white-castle,Minute Maid Apple Juice,210
white-castle,Monster Energy,210
white-castle,Powerade Fruit Punch,130
white-castle,Powerade Mountain Berry Blast,130
white-castle,Vitamin Water Power-C,100
white-castle,Vitamin Water XXX,100
white-castle,Bacon & Egg Breakfast Slider,260
white-castle,Bacon & Egg Breakfast Toast Sandwich,380
white-castle,Bacon & Egg Waffle Breakfast Slider,390
white-castle,Bologna & Egg Breakfast Slider,350
white-castle,Bologna & Egg Breakfast Toast Sandwich,420
white-castle,Bologna & Egg Waffle Breakfast Slider,480
white-castle,Egg Breakfast Slider,200
white-castle,Egg Breakfast Toast Sandwich,270
white-castle,Egg Waffle Breakfast Slider,330
white-castle,Original Egg Slider,270
white-castle,Sausage & Egg Breakfast Slider,350
white-castle,Sausage & Egg Breakfast Toast Sandwich,420
white-castle,Sausage & Egg Waffle Breakfast Slider,490
white-castle,Chocolate Covered Donuts,160
white-castle,Cinnamon Donuts,150
white-castle,Glazed Donuts,160
white-castle,Hash Round Nibblers,360
white-castle,Plain Donuts,150
white-castle,Powdered Sugar Donuts,150
white-castle,Two Waffles with Syrup,280
white-castle,BBQ Sauce,15
white-castle,Dusseldorf Mustard Packet,5
white-castle,Fat-Free Honey Mustard,20
white-castle,Horseradish Mustard Packet,5
white-castle,Hot Sauce Packet,0
white-castle,Marinara Tub,0
white-castle,Mayonnaise Packet,70
white-castle,Ranch Tub,120
white-castle,Tartar Sauce,45
white-castle,Yellow Mustard Packet,3
white-castle,Zesty Zing Sauce Tub,110
white-castle,Crave Cooler Coke,110
white-castle,Crave Cooler Fanta Wild Cherry,110
white-castle,Fudge Dipped Brownie,250
white-castle,Fudge Dipped Cheesecake,180
white-castle,Gooey Butter Cake,220
white-castle,Chocolate Shake,310
white-castle,Strawberry Shake,300
white-castle,Vanilla Shake,300
white-castle,Cheese Fries,400
white-castle,Chicken Rings,160
white-castle,Clam Strips,210
white-castle,Corn Dog Nibblers,250
white-castle,Fish Nibblers,320
white-castle,French Fries,250
white-castle,Loaded Fries,460
white-castle,Mac & Cheese Nibblers,330
white-castle,Mott's Applesauce Pouch,40
white-castle,Mozzarella Cheese Sticks,460
white-castle,Onion Chips,480
white-castle,Onion Rings,480
white-castle,Bacon &amp; Smoked Cheddar Crispy Chicken Slider,290
white-castle,Bacon Cheese Slider,220
white-castle,Cheese Slider,170
white-castle,Chicken & Waffles Slider,340
white-castle,Chicken Ring Slider,200
white-castle,Crispy Chicken Slider,230
white-castle,Double Cheese Slider,300
white-castle,Double Original Slider,250
white-castle,Fish Slider,320
white-castle,Impossible Slider,210
white-castle,Jalapeno Cheese Slider,170
white-castle,Panko Fish Slider,320
white-castle,Panko Surf & Turf Slider,550
white-castle,Sloppy Joe with Smoked Cheddar Cheese Slider,190
white-castle,Smoked Cheddar Cheese Slider,180
white-castle,Surf & Turf Slider,520
white-castle,The Original Slider,140
white-castle,Veggie Slider,190
white-castle,Strawberry Banana Smoothie,360
white-castle,Strawberry Lemonade Smoothie,370
jack-in-the-box,Bacon & Swiss Buttery Jack&trade;,890
jack-in-the-box,Bacon Cheddar Loaded Double Cheeseburger,910
jack-in-the-box,Bacon Cheesy Jack,810
jack-in-the-box,Bacon Ultimate Cheeseburger&trade;,910
jack-in-the-box,BBQ Bacon Cheeseburger,710
